group,name,value
puppies,gnp3tp,1.0
puppies,io18ub,1.0
puppies,glm0t9,1.0
puppies,l7c84i,1.0
puppies,j0ltz7,1.0
puppies,nlteuw,1.0
puppies,khkwmr,1.0
puppies,l3ptm9,2.0
puppies,ka70rh,1.0
puppies,dyuzts,1.0
puppies,i138be,1.0
puppies,khro8e,2.0
puppies,kt4dom,2.0
puppies,g73cvc,2.0
puppies,io8u64,1.0
puppies,hg2wz5,1.0
puppies,fmxfa0,5.0
puppies,dc67ss,1.0
puppies,flwtfl,2.0
puppies,m20dau,4.0
puppies,ltu4tx,1.0
puppies,lc57w0,1.0
puppies,jqnom4,1.0
puppies,l1ryfn,2.0
puppies,mx07f2,2.0
puppies,n2kf1f,1.0
puppies,gvg6qs,1.0
puppies,fcedxx,5.0
puppies,lujaa3,2.0
puppies,ipq1b3,2.0
puppies,k1r18x,1.0
puppies,i6xmsr,1.0
puppies,harnex,2.0
puppies,kc0rx6,2.0
puppies,d72qi2,3.0
puppies,gcbky9,2.0
puppies,cx10st,1.0
puppies,jbsq91,1.0
puppies,m60bc9,2.0
puppies,mog3k7,2.0
puppies,cbq86u,1.0
puppies,i040a2,1.0
puppies,d9q8qt,1.0
puppies,m2u779,2.0
puppies,npo6hh,1.0
puppies,cqqt9a,4.0
puppies,nx5b16,2.0
puppies,gz5kjf,1.0
puppies,k9fd0t,2.0
puppies,kk1840,1.0
puppies,dabayc,1.0
puppies,f32iv9,2.0
puppies,f9vdaw,2.0
puppies,k1i28i,1.0
puppies,o50ge1,1.0
puppies,c83ezs,4.0
puppies,mavjj5,1.0
puppies,j066jy,1.0
puppies,dnwbnr,3.0
puppies,mqzj9k,1.0
puppies,kllu2x,1.0
puppies,ncsr36,1.0
puppies,fu3mgv,3.0
puppies,j6sbm0,3.0
puppies,jmuin8,1.0
puppies,noe8od,1.0
puppies,j1lw8c,2.0
puppies,cogm3y,1.0
puppies,fjdpyu,1.0
puppies,i5u06w,2.0
puppies,hacnvy,2.0
puppies,exnepg,1.0
puppies,l0toxt,2.0
puppies,o7yxad,1.0
puppies,i1iedk,3.0
puppies,jrbdya,2.0
puppies,iypvlm,1.0
puppies,ghqymo,2.0
puppies,igh3pb,2.0
puppies,f4q8xd,1.0
puppies,ll979v,2.0
puppies,lhu3kf,1.0
puppies,d38aqw,3.0
puppies,jevsmh,1.0
puppies,if2p60,1.0
puppies,lw2ijp,2.0
puppies,cyrywl,2.0
puppies,jvzl3m,1.0
puppies,lmv528,1.0
puppies,mja6t5,1.0
puppies,k269oh,1.0
puppies,hl2bm5,3.0
puppies,ldj3mv,1.0
puppies,kra3nt,2.0
puppies,eas066,3.0
puppies,kguf8a,1.0
puppies,f7t6hd,2.0
puppies,jm7qjx,1.0
puppies,mzvrgw,1.0
puppies,n4jlkz,1.0
puppies,gyn1a7,5.0
puppies,cexbg5,2.0
puppies,lj2ns8,1.0
puppies,lhknc2,1.0
puppies,f50gfk,2.0
puppies,j941nj,1.0
puppies,kb9y1v,1.0
puppies,d8sual,1.0
puppies,lhbhi4,2.0
puppies,nneqn8,1.0
puppies,lfeoxq,1.0
puppies,f1xq3u,4.0
puppies,dju6y2,1.0
puppies,esfg43,2.0
puppies,ngy55s,2.0
puppies,ncp8vh,1.0
PoliticalDiscussion,ig9nyp,2.0
PoliticalDiscussion,jofug7,4.0
PoliticalDiscussion,id67iw,2.0
PoliticalDiscussion,jjrpma,3.0
PoliticalDiscussion,kgmea2,4.0
PoliticalDiscussion,ndyfu5,3.0
PoliticalDiscussion,f5zuv2,3.0
PoliticalDiscussion,fzqfgm,5.0
PoliticalDiscussion,jwhyd9,3.0
PoliticalDiscussion,nvymzf,4.0
PoliticalDiscussion,iwzg76,3.0
PoliticalDiscussion,jqhrk0,5.0
PoliticalDiscussion,l1u45s,2.0
PoliticalDiscussion,j66915,3.0
PoliticalDiscussion,jk7bpi,7.0
PoliticalDiscussion,jl8ma8,5.0
PoliticalDiscussion,kf0x67,2.0
PoliticalDiscussion,jpn6em,4.0
PoliticalDiscussion,eefrgu,4.0
PoliticalDiscussion,m830ok,4.0
PoliticalDiscussion,g17dj7,2.0
PoliticalDiscussion,eikmrk,2.0
PoliticalDiscussion,ku9fjc,2.0
PoliticalDiscussion,lzuvvt,3.0
PoliticalDiscussion,jpjgzx,3.0
PoliticalDiscussion,cqug96,6.0
PoliticalDiscussion,j5bx5x,8.0
PoliticalDiscussion,kz7a2n,2.0
PoliticalDiscussion,kzcvxd,5.0
PoliticalDiscussion,ffy3df,7.0
PoliticalDiscussion,kch8bh,5.0
PoliticalDiscussion,l5o9eh,4.0
PoliticalDiscussion,earioa,3.0
PoliticalDiscussion,ko5t3a,3.0
PoliticalDiscussion,dba5jb,3.0
PoliticalDiscussion,lcrzgr,6.0
PoliticalDiscussion,fgisf7,2.0
PoliticalDiscussion,kt0ojb,1.0
PoliticalDiscussion,fxh5k0,3.0
PoliticalDiscussion,ldyrgd,7.0
PoliticalDiscussion,fws819,6.0
PoliticalDiscussion,n7rwmi,3.0
PoliticalDiscussion,esegmd,1.0
PoliticalDiscussion,jpz3c7,1.0
PoliticalDiscussion,mqthzo,4.0
PoliticalDiscussion,n3nh5j,3.0
PoliticalDiscussion,hb7a9r,2.0
PoliticalDiscussion,cjv6gj,2.0
PoliticalDiscussion,ks2z70,3.0
PoliticalDiscussion,mwyuj2,6.0
PoliticalDiscussion,kff01d,8.0
PoliticalDiscussion,jqma9a,5.0
PoliticalDiscussion,dg7eoi,10.0
PoliticalDiscussion,eppo0d,2.0
PoliticalDiscussion,en7h4d,2.0
PoliticalDiscussion,j2zuoq,5.0
PoliticalDiscussion,l0dhsv,3.0
PoliticalDiscussion,kqb1v4,2.0
PoliticalDiscussion,mi3c9v,3.0
PoliticalDiscussion,lu1901,2.0
PoliticalDiscussion,klgdaa,6.0
PoliticalDiscussion,jok7dz,2.0
PoliticalDiscussion,ddap92,3.0
PoliticalDiscussion,eafin0,3.0
PoliticalDiscussion,jqhqaj,7.0
PoliticalDiscussion,l2a46d,6.0
PoliticalDiscussion,gimpr8,6.0
PoliticalDiscussion,mv39lk,4.0
PoliticalDiscussion,i98qja,1.0
PoliticalDiscussion,m82vc0,4.0
PoliticalDiscussion,j8pju6,3.0
PoliticalDiscussion,fey7ey,8.0
PoliticalDiscussion,k3k5zc,3.0
PoliticalDiscussion,kmfbz3,6.0
PoliticalDiscussion,mocfz7,7.0
PoliticalDiscussion,jt8ijw,5.0
PoliticalDiscussion,j1z1v4,4.0
PoliticalDiscussion,hdr7qw,2.0
PoliticalDiscussion,hi5az6,6.0
PoliticalDiscussion,k0dloo,2.0
PoliticalDiscussion,ellfrg,2.0
PoliticalDiscussion,cglk6y,2.0
PoliticalDiscussion,liglw1,8.0
PoliticalDiscussion,lqr131,5.0
PoliticalDiscussion,jv2p9l,2.0
PoliticalDiscussion,e9i3r2,6.0
PoliticalDiscussion,kjsh0o,4.0
PoliticalDiscussion,l65asl,4.0
PoliticalDiscussion,goiqop,8.0
PoliticalDiscussion,m2ug4t,3.0
PoliticalDiscussion,gs0yri,2.0
PoliticalDiscussion,ep3s1d,3.0
PoliticalDiscussion,ifrt5r,6.0
PoliticalDiscussion,ec8kug,2.0
PoliticalDiscussion,k9ogub,3.0
PoliticalDiscussion,kc29uw,4.0
PoliticalDiscussion,jflsxj,7.0
PoliticalDiscussion,l4z4ba,2.0
PoliticalDiscussion,l6gmve,2.0
PoliticalDiscussion,eslcsd,1.0
PoliticalDiscussion,kvdqar,3.0
PoliticalDiscussion,mkefbp,9.0
PoliticalDiscussion,kvtvnq,4.0
PoliticalDiscussion,gehnwu,3.0
PoliticalDiscussion,e7hhfr,3.0
PoliticalDiscussion,jrfhzw,3.0
PoliticalDiscussion,i0105a,3.0
PoliticalDiscussion,gh66xh,2.0
PoliticalDiscussion,ms0cbe,7.0
PoliticalDiscussion,joldnz,4.0
PoliticalDiscussion,hmkop6,3.0
PoliticalDiscussion,e34ju2,7.0
PoliticalDiscussion,cula6s,4.0
PoliticalDiscussion,hs2yc8,5.0
PoliticalDiscussion,endz8w,2.0
PoliticalDiscussion,fza6ro,7.0
PoliticalDiscussion,ku2mlj,8.0
PoliticalDiscussion,jg6gn5,7.0
PoliticalDiscussion,jdh2a1,2.0
PoliticalDiscussion,i478ec,4.0
PoliticalDiscussion,kut31q,2.0
PoliticalDiscussion,jaa554,3.0
PoliticalDiscussion,ekojvk,4.0
PoliticalDiscussion,jpmxuh,4.0
PoliticalDiscussion,o7pfhs,4.0
PoliticalDiscussion,k2y0xk,4.0
PoliticalDiscussion,ncd842,4.0
PoliticalDiscussion,gzv0z1,2.0
PoliticalDiscussion,i4e9oe,2.0
PoliticalDiscussion,hf0oxz,6.0
PoliticalDiscussion,ix3mki,4.0
PoliticalDiscussion,kfhu7n,4.0
PoliticalDiscussion,l0cw6u,2.0
PoliticalDiscussion,ifvf06,4.0
PoliticalDiscussion,i0de0d,5.0
PoliticalDiscussion,kxwyyn,4.0
PoliticalDiscussion,kb3iy1,3.0
PoliticalDiscussion,eim2mb,5.0
PoliticalDiscussion,k06ego,3.0
PoliticalDiscussion,meslvs,4.0
PoliticalDiscussion,ksfwaf,5.0
PoliticalDiscussion,n6v8gd,5.0
PoliticalDiscussion,n3yeba,4.0
PoliticalDiscussion,kv9nl3,8.0
PoliticalDiscussion,lsj8ui,3.0
PoliticalDiscussion,dbhct2,4.0
PoliticalDiscussion,mq3f7r,5.0
PoliticalDiscussion,lt1y4f,7.0
PoliticalDiscussion,kve4lk,5.0
PoliticalDiscussion,lc11km,2.0
PoliticalDiscussion,k2ed46,3.0
PoliticalDiscussion,ic3a94,3.0
PoliticalDiscussion,kpxm81,4.0
PoliticalDiscussion,ksme1t,5.0
PoliticalDiscussion,jkrn2n,3.0
PoliticalDiscussion,feezf1,4.0
PoliticalDiscussion,kp4nmm,5.0
PoliticalDiscussion,fkilyh,2.0
PoliticalDiscussion,itbehu,2.0
PoliticalDiscussion,erl1fd,6.0
PoliticalDiscussion,kltycv,5.0
PoliticalDiscussion,ejkcjo,4.0
PoliticalDiscussion,ij28mr,4.0
PoliticalDiscussion,ncfmd0,7.0
PoliticalDiscussion,exiwot,7.0
PoliticalDiscussion,f3s4w7,3.0
PoliticalDiscussion,j6sa42,1.0
PoliticalDiscussion,lpmq0o,5.0
PoliticalDiscussion,edatox,3.0
PoliticalDiscussion,kvj3wv,2.0
PoliticalDiscussion,dgabx2,5.0
PoliticalDiscussion,mfoqia,4.0
PoliticalDiscussion,j803jt,2.0
PoliticalDiscussion,kf0hyj,4.0
PoliticalDiscussion,jmnwv4,3.0
PoliticalDiscussion,ko79j2,3.0
PoliticalDiscussion,jzpvci,8.0
PoliticalDiscussion,e9b3ed,12.0
PoliticalDiscussion,ksp8g9,3.0
PoliticalDiscussion,mq2jbt,4.0
PoliticalDiscussion,ehuwmw,4.0
PoliticalDiscussion,ksfy5u,2.0
PoliticalDiscussion,eo4t7i,2.0
PoliticalDiscussion,jru8be,6.0
PoliticalDiscussion,j86ycc,4.0
PoliticalDiscussion,lji86e,5.0
PoliticalDiscussion,daqxpb,5.0
PoliticalDiscussion,mkn18o,4.0
PoliticalDiscussion,hqpsya,3.0
PoliticalDiscussion,kukukv,3.0
PoliticalDiscussion,jq2oul,5.0
PoliticalDiscussion,msc8lv,13.0
PoliticalDiscussion,km35i7,3.0
PoliticalDiscussion,l5gblr,2.0
PoliticalDiscussion,je8ggl,4.0
PoliticalDiscussion,gl652h,4.0
PoliticalDiscussion,lxdoni,7.0
PoliticalDiscussion,j86b33,4.0
PoliticalDiscussion,kmw72l,6.0
PoliticalDiscussion,ko78xc,2.0
PoliticalDiscussion,krk13t,6.0
PoliticalDiscussion,jp9mlz,6.0
PoliticalDiscussion,njvt5x,4.0
PoliticalDiscussion,k9jchq,4.0
PoliticalDiscussion,o0vrbh,1.0
PoliticalDiscussion,g5wy5d,3.0
PoliticalDiscussion,cboqsl,5.0
PoliticalDiscussion,k21si7,3.0
PoliticalDiscussion,ju2ofk,4.0
PoliticalDiscussion,kjkmrk,2.0
PoliticalDiscussion,jo3bcy,2.0
PoliticalDiscussion,eox1r5,7.0
PoliticalDiscussion,ny41as,2.0
PoliticalDiscussion,jbom27,4.0
PoliticalDiscussion,lkut43,14.0
PoliticalDiscussion,mgnmgn,2.0
PoliticalDiscussion,evd6a7,5.0
PoliticalDiscussion,f1sdgd,3.0
PoliticalDiscussion,o7ilhg,2.0
PoliticalDiscussion,j6d40z,8.0
PoliticalDiscussion,mu3ggi,3.0
PoliticalDiscussion,euahol,2.0
PoliticalDiscussion,j5pon9,6.0
PoliticalDiscussion,hgbcbf,2.0
PoliticalDiscussion,lbdwmx,3.0
PoliticalDiscussion,l0qtbl,6.0
PoliticalDiscussion,j2n2ys,3.0
PoliticalDiscussion,e015th,8.0
PoliticalDiscussion,lbs93g,3.0
PoliticalDiscussion,lzr2eb,2.0
PoliticalDiscussion,hvu6uy,5.0
PoliticalDiscussion,g6un3i,2.0
PoliticalDiscussion,o8oov9,4.0
PoliticalDiscussion,k5205z,4.0
PoliticalDiscussion,i5tmp5,3.0
PoliticalDiscussion,jbp8dm,2.0
PoliticalDiscussion,n3yej9,6.0
PoliticalDiscussion,cj3hlz,3.0
PoliticalDiscussion,kpo2br,9.0
PoliticalDiscussion,nb4hny,2.0
PoliticalDiscussion,k8qo9l,3.0
PoliticalDiscussion,k78k63,4.0
PoliticalDiscussion,jobcko,2.0
PoliticalDiscussion,jb9duv,3.0
PoliticalDiscussion,kyygfd,4.0
PoliticalDiscussion,jb301t,5.0
PoliticalDiscussion,o8xgov,6.0
PoliticalDiscussion,jsyr5l,4.0
PoliticalDiscussion,jqnpuh,3.0
PoliticalDiscussion,kf0b08,8.0
PoliticalDiscussion,eanxda,6.0
PoliticalDiscussion,er5gnq,4.0
PoliticalDiscussion,kvlqre,3.0
PoliticalDiscussion,hwjkzg,7.0
PoliticalDiscussion,l1acwa,4.0
PoliticalDiscussion,h8yyrg,4.0
PoliticalDiscussion,iz3fnv,4.0
PoliticalDiscussion,ktlwuw,3.0
PoliticalDiscussion,cqjitc,7.0
PoliticalDiscussion,myze3t,3.0
PoliticalDiscussion,epepug,2.0
PoliticalDiscussion,l1yals,2.0
PoliticalDiscussion,megjrm,1.0
PoliticalDiscussion,eox36o,2.0
PoliticalDiscussion,k6r76n,2.0
PoliticalDiscussion,kak9s9,6.0
PoliticalDiscussion,jagt50,6.0
PoliticalDiscussion,kkwf8k,6.0
PoliticalDiscussion,hm021m,5.0
PoliticalDiscussion,iqu7q6,2.0
PoliticalDiscussion,jfh42v,2.0
PoliticalDiscussion,ehujhn,2.0
PoliticalDiscussion,g8bnpk,2.0
PoliticalDiscussion,ktp8l2,2.0
PoliticalDiscussion,lddjpj,5.0
PoliticalDiscussion,jjovwn,2.0
PoliticalDiscussion,jrz4ie,3.0
PoliticalDiscussion,kx86t8,2.0
PoliticalDiscussion,d09tba,6.0
PoliticalDiscussion,f7ffa3,4.0
PoliticalDiscussion,iwji99,6.0
PoliticalDiscussion,kalxhu,7.0
PoliticalDiscussion,jpr52i,5.0
PoliticalDiscussion,khphg8,2.0
PoliticalDiscussion,mxtqk5,3.0
PoliticalDiscussion,mxxsvw,5.0
PoliticalDiscussion,j1cfum,8.0
PoliticalDiscussion,jj1qx4,10.0
PoliticalDiscussion,ftbpki,4.0
PoliticalDiscussion,mh9hpi,3.0
PoliticalDiscussion,ggkwdd,6.0
PoliticalDiscussion,env7m7,3.0
PoliticalDiscussion,jl7kn4,5.0
PoliticalDiscussion,kwmtca,8.0
PoliticalDiscussion,myzbvj,4.0
PoliticalDiscussion,jkbck0,7.0
PoliticalDiscussion,lv0f6i,6.0
PoliticalDiscussion,n7mnqx,9.0
PoliticalDiscussion,gyj3p9,4.0
PoliticalDiscussion,lbwbe8,4.0
PoliticalDiscussion,lmmcg9,5.0
PoliticalDiscussion,ek8wxu,7.0
PoliticalDiscussion,mpsn4a,2.0
PoliticalDiscussion,ky67q1,2.0
PoliticalDiscussion,ku3xc7,8.0
PoliticalDiscussion,hdpiv7,5.0
PoliticalDiscussion,mkcdx1,6.0
PoliticalDiscussion,gxyrxj,2.0
PoliticalDiscussion,fec7r4,6.0
PoliticalDiscussion,nb6zaj,2.0
PoliticalDiscussion,lupcmh,3.0
PoliticalDiscussion,jbuwav,7.0
PoliticalDiscussion,l3fncp,3.0
PoliticalDiscussion,jlneag,4.0
PoliticalDiscussion,n8flnl,4.0
PoliticalDiscussion,cgybgv,4.0
PoliticalDiscussion,je5cvg,3.0
PoliticalDiscussion,o8e9iu,3.0
PoliticalDiscussion,edbxgg,5.0
PoliticalDiscussion,dew8vr,10.0
PoliticalDiscussion,gavle4,4.0
PoliticalDiscussion,i4i87h,5.0
PoliticalDiscussion,fypvxg,3.0
PoliticalDiscussion,hh3gfl,2.0
PoliticalDiscussion,i03uka,11.0
PoliticalDiscussion,jqijbs,5.0
PoliticalDiscussion,g7thlb,8.0
PoliticalDiscussion,o0jbiz,1.0
PoliticalDiscussion,j645ce,3.0
PoliticalDiscussion,ki845u,5.0
PoliticalDiscussion,l0okd9,4.0
PoliticalDiscussion,e0d5sk,7.0
PoliticalDiscussion,mpszc3,2.0
PoliticalDiscussion,jl7exc,10.0
PoliticalDiscussion,kifmtu,2.0
PoliticalDiscussion,lrmxli,7.0
PoliticalDiscussion,l28f4l,5.0
PoliticalDiscussion,i04gue,13.0
PoliticalDiscussion,f3ywpe,6.0
PoliticalDiscussion,k6a9h1,7.0
PoliticalDiscussion,ntpooj,6.0
PoliticalDiscussion,n4tknp,7.0
